steam_appid,name,type,initial_price,release_date,score,recommendation,windows,mac,linux,header_image
300160,Bridge!,game,4.99,2015-10-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300160/header.jpg?t=1447361776
300220,Victim of Xen,game,3.99,2014-05-21,,423.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300220/header.jpg?t=1447361778
300260,Planetoid Pioneers,game,39.99,2016-04-15,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/300260/header.jpg?t=1477419268
300280,Adventurezator: When Pigs Fly,game,,2015-09-17,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/300280/header.jpg?t=1450301963
300300,Ichi,game,4.99,2014-06-12,,485.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/300300/header.jpg?t=1447361780
300320,The Few,game,7.99,2014-06-18,,130.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300320/header.jpg?t=1447361781
300340,Lemma,game,14.99,2015-05-12,73.0,201.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300340/header.jpg?t=1452712330
300360,Evil Pumpkin: The Lost Halloween,game,9.99,2014-07-11,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/300360/header.jpg?t=1478089142
300380,Road Redemption,game,19.99,2014-09-18,,2348.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/300380/header.jpg?t=1480391074
300400,Unpossible,game,2.99,2015-07-03,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/300400/header.jpg?t=1447361785
300510,Them - The Summoning,game,4.99,2014-05-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300510/header.jpg?t=1447361790
300540,Sweet Lily Dreams,game,14.99,2014-05-16,,116.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300540/header.jpg?t=1447361791
300550,Shadowrun: Dragonfall - Director's Cut,game,14.99,2014-09-18,87.0,2753.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/300550/header.jpg?t=1460759157
300570,Infinifactory,game,24.99,2015-06-30,,1031.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/300570/header.jpg?t=1447361793
300580,GALAK-Z,game,9.99,2015-10-29,78.0,333.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/300580/header.jpg?t=1462549577
300610,Pure Pool,game,12.99,2014-07-31,68.0,190.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300610/header.jpg?t=1478107166
300620,Flyhunter Origins,game,6.99,2014-12-10,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300620/header.jpg?t=1478104237
300630,Pure Chess Grandmaster Edition,game,12.99,2016-09-09,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300630/header.jpg?t=1479384680
300760,Epsilon,game,7.99,2015-10-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300760/header.jpg?t=1447982713
300820,Disney•Pixar Toy Story 3: The Video Game,game,19.99,2014-10-06,73.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300820/header.jpg?t=1447361809
300840,JUJU,game,19.99,2014-12-10,65.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300840/header.jpg?t=1447361812
300900,Hippocampal: The White Sofa,game,4.99,2014-05-27,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300900/header.jpg?t=1447361817
300910,Monster Challenge Circus,game,4.99,2014-05-15,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300910/header.jpg?t=1447361818
300970,Fiesta Online NA,game,0.0,2014-05-20,,387.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/300970/header.jpg?t=1447361821
301050,Night Shift,game,4.99,2015-02-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301050/header.jpg?t=1478107465
301120,Eastside Hockey Manager,game,19.99,2015-12-01,,598.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301120/header.jpg?t=1462976178
301150,The Treasures of Montezuma 4,game,6.99,2014-05-16,,274.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301150/header.jpg?t=1457694733
301190,Frederic: Resurrection of Music,game,2.99,2014-05-16,,676.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/301190/header.jpg?t=1447361856
301200,Frederic: Evil Strikes Back,game,7.99,2014-05-23,,487.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/301200/header.jpg?t=1447361856
301220,Legends of Persia,game,19.99,2014-06-03,,118.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301220/header.jpg?t=1447361858
301250,SPORT1 Live : Duel,game,4.99,2014-05-30,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301250/header.jpg?t=1447361866
301260,Gardens Inc. 2: The Road to Fame,game,9.99,2014-05-22,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301260/header.jpg?t=1447361867
301300,Chicken Invaders 4,game,4.99,2014-06-06,,186.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/301300/header.jpg?t=1447361869
301320,NoLimits 2 Roller Coaster Simulation,game,39.99,2014-08-21,,287.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301320/header.jpg?t=1478092323
301360,Kill Fun Yeah,game,9.99,2014-05-30,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/301360/header.jpg?t=1447361870
301380,Date Warp,game,9.99,2014-09-02,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/301380/header.jpg?t=1447361871
301420,Third Eye Crime,game,4.99,2014-07-23,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301420/header.jpg?t=1447361871
301460,Electronic Super Joy: Groove City,game,4.99,2014-06-06,,572.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/301460/header.jpg?t=1447361872
301500,BOMB: Who let the dogfight?,game,7.99,2015-07-29,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/301500/header.jpg?t=1447361876
301520,Robocraft,game,0.0,2014-07-08,,77211.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/301520/header.jpg?t=1481733018
301540,Rhythm Destruction,game,4.99,2014-06-16,,114.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301540/header.jpg?t=1449633415
301560,White Night,game,14.99,2015-03-03,68.0,183.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/301560/header.jpg?t=1447361880
301610,openCanvas 6,game,49.99,2014-09-01,,289.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301610/header.jpg?t=1469609322
301640,Zombie Army Trilogy,game,44.99,2015-03-06,72.0,4598.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301640/header.jpg?t=1478605146
301650,Battlezone 98 Redux,game,19.99,2016-04-18,75.0,355.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301650/header.jpg?t=1478599537
301670,Salammbô: Battle for Carthage,game,4.99,2014-05-30,77.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301670/header.jpg?t=1478599631
301680,Psichodelya,game,6.99,2014-08-08,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/301680/header.jpg?t=1447361891
301690,Cobi Treasure Deluxe,game,2.99,2014-05-23,,266.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301690/header.jpg?t=1447361892
301700,Numba Deluxe,game,2.99,2014-05-23,,157.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301700/header.jpg?t=1447361893
301730,300 Dwarves,game,6.99,2014-06-05,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301730/header.jpg?t=1447361895
301740,Castle: Never Judge a Book by its Cover,game,9.99,2014-06-09,,123.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301740/header.jpg?t=1447361896
301750,RADical ROACH Deluxe Edition,game,6.99,2014-05-16,,850.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301750/header.jpg?t=1461180102
301760,Disney•Pixar Cars 2: The Video Game,game,19.99,2014-10-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301760/header.jpg?t=1447361898
301830,Disney•Pixar Brave: The Video Game,game,19.99,2014-10-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301830/header.jpg?t=1447361902
301860,Submerged,game,19.99,2015-08-03,,559.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301860/header.jpg?t=1447361904
301910,Saints Row: Gat out of Hell,game,14.99,2015-01-20,66.0,4882.0,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/301910/header.jpg?t=1450720596
301920,War of the Human Tanks - ALTeR,game,12.99,2015-02-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301920/header.jpg?t=1478037732
301930,War of the Human Tanks - Limited Operations,game,9.99,2016-06-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301930/header.jpg?t=1478037895
301970,Screencheat,game,14.99,2014-10-21,71.0,785.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/301970/header.jpg?t=1479431237
301980,Pirates of the Caribbean: At World's End,game,19.99,2014-10-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301980/header.jpg?t=1447361920
301990,School Bus Fun,game,5.99,2014-07-03,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/301990/header.jpg?t=1447361922
302010,The Blue Flamingo,game,4.99,2014-11-18,55.0,431.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302010/header.jpg?t=1447361923
302060,Trucks & Trailers,game,4.99,2014-06-04,,238.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302060/header.jpg?t=1447361929
302080,Bus Driver,game,7.99,2014-06-03,61.0,763.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302080/header.jpg?t=1447361929
302110,Small Town Terrors Pilgrim's Hook Collector's Edition,game,14.99,2014-07-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302110/header.jpg?t=1447361935
302120,House of 1000 Doors: The Palm of Zoroaster Collector's Edition,game,9.99,2014-07-08,,107.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302120/header.jpg?t=1447361936
302130,Brink of Consciousness: Dorian Gray Syndrome Collector's Edition,game,9.99,2014-07-18,,168.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302130/header.jpg?t=1461776505
302160,The Egyptian Prophecy: The Fate of Ramses,game,4.99,2014-06-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302160/header.jpg?t=1478600275
302170,The Cameron Files: The Secret at Loch Ness,game,2.99,2014-07-18,66.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302170/header.jpg?t=1478600243
302180,Voyage: Journey to the Moon,game,4.99,2014-08-29,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302180/header.jpg?t=1478600333
302190,Amerzone: The Explorer’s Legacy,game,4.99,2014-08-22,,110.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302190/header.jpg?t=1478596774
302210,Curse: The Eye of Isis,game,2.99,2014-08-22,63.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302210/header.jpg?t=1478597263
302240,Chernobyl Commando,game,9.99,2014-06-06,,331.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302240/header.jpg?t=1447361943
302250,Manhunter,game,4.99,2014-05-30,,611.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302250/header.jpg?t=1447361944
302260,Truffle Saga,game,4.99,2014-06-06,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302260/header.jpg?t=1447361944
302270,Dungeon Defenders Eternity,game,19.99,2014-07-22,,1595.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302270/header.jpg?t=1481657812
302290,Infinite Game Works Episode 0,game,12.99,2014-06-10,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/302290/header.jpg?t=1447361948
302310,Dungeon of Elements,game,9.99,2014-06-12,,141.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/302310/header.jpg?t=1481348994
302320,Storm over the Pacific,game,9.99,2014-06-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302320/header.jpg?t=1478281009
302330,Tex Murphy: Mean Streets,game,5.99,2014-06-12,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/302330/header.jpg?t=1466791216
302340,Tex Murphy: Martian Memorandum,game,5.99,2014-06-12,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/302340/header.jpg?t=1466791212
302350,Tex Murphy: Under a Killing Moon,game,9.99,2014-06-12,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/302350/header.jpg?t=1466791225
302360,Tex Murphy: The Pandora Directive,game,9.99,2014-06-12,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/302360/header.jpg?t=1466791222
302370,Tex Murphy: Overseer,game,9.99,2014-06-12,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302370/header.jpg?t=1466791219
302380,Floating Point,game,0.0,2014-06-06,,2976.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/302380/header.jpg?t=1447361957
302390,Necronomicon: The Dawning of Darkness,game,4.99,2014-07-11,,101.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302390/header.jpg?t=1478598294
302440,Roadside Assistance Simulator,game,9.99,2014-09-25,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302440/header.jpg?t=1447361959
302460,I Am Vegend - Zombiegeddon,game,2.99,2014-05-22,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302460/header.jpg?t=1478622548
302470,Battle Mages,game,3.99,2014-05-30,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302470/header.jpg?t=1457623225
302490,Ballad of Solar,game,6.99,2014-05-22,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302490/header.jpg?t=1457623190
302510,Ryse: Son of Rome,game,19.99,2014-10-10,61.0,10510.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302510/header.jpg?t=1447361964
302570,Dangerous,game,19.99,2014-12-16,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302570/header.jpg?t=1447361965
302590,Of Guards And Thieves,game,0.0,2014-07-16,,515.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302590/header.jpg?t=1481662819
302610,Boson X,game,2.99,2014-09-15,,1261.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/302610/header.jpg?t=1447361966
302650,Cyto,game,3.99,2014-07-10,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302650/header.jpg?t=1447361967
302670,Call to Arms,game,0.0,2016-11-21,,1882.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302670/header.jpg?t=1481373924
302690,Metal Dead,game,4.99,2014-10-06,,352.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302690/header.jpg?t=1447361969
302710,BlazeRush,game,9.99,2014-10-28,66.0,790.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/302710/header.jpg?t=1460377632
302730,Namariel Legends: Iron Lord Premium Edition,game,6.99,2014-07-09,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/302730/header.jpg?t=1478082960
302750,The Counting Kingdom,game,6.99,2014-08-05,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302750/header.jpg?t=1447361971
302790,Momodora III,game,1.99,2014-07-01,,496.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302790/header.jpg?t=1447361971
302810,Divinia Chronicles: Relics of Gan-Ti,game,14.99,2015-10-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302810/header.jpg?t=1480260120
302830,BLOCKADE 3D,game,0.0,2014-12-19,,20094.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302830/header.jpg?t=1469166587
302850,Team Indie,game,12.99,2014-10-08,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302850/header.jpg?t=1478085581
302870,Stained,game,7.99,2014-07-10,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302870/header.jpg?t=1447361975
302910,The House,game,4.99,2014-07-01,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302910/header.jpg?t=1447361975
302950,Heileen 1: Sail Away,game,5.99,2014-06-06,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/302950/header.jpg?t=1447361976
302970,Radiant Defense,game,4.99,2014-07-11,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/302970/header.jpg?t=1447361977
303210,The Beginner's Guide,game,9.99,2015-10-01,,10495.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/303210/header.jpg?t=1456770083
303260,TRISTOY,game,6.99,2015-01-15,49.0,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303260/header.jpg?t=1447361984
303290,OZMAFIA!!,game,34.99,2016-04-29,,156.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303290/header.jpg?t=1479807835
303310,The House in Fata Morgana,game,24.99,2016-05-13,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303310/header.jpg?t=1479807873
303340,Concursion,game,4.99,2014-06-06,66.0,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303340/header.jpg?t=1478106271
303390,Dead Bits,game,0.99,2014-06-07,,7509.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303390/header.jpg?t=1478390104
303410,Dysan the Shapeshifter,game,1.99,2014-06-06,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303410/header.jpg?t=1478111733
303430,Roundabout,game,9.99,2014-09-18,75.0,357.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/303430/header.jpg?t=1447361991
303470,Rush for Glory,game,14.99,2014-06-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303470/header.jpg?t=1454920138
303510,Dungeons: The Eye of Draconus,game,3.99,2014-08-11,,136.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303510/header.jpg?t=1447361992
303530,Sentris,game,14.99,2014-08-22,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/303530/header.jpg?t=1447361993
303550,Adventures of Pip,game,14.99,2015-06-04,72.0,145.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303550/header.jpg?t=1447361994
303590,Hidden in Plain Sight,game,5.99,2014-07-16,,149.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/303590/header.jpg?t=1469207220
303680,FATE: The Traitor Soul,game,7.99,2014-08-27,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303680/header.jpg?t=1447362005
303690,FATE: The Cursed King,game,7.99,2014-11-19,,116.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303690/header.jpg?t=1447362005
303710,Monomino,game,,2014-10-03,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303710/header.jpg?t=1447362006
303720,#KILLALLZOMBIES,game,11.99,2016-08-10,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303720/header.jpg?t=1471874201
303790,Faery - Legends of Avalon,game,9.99,2014-06-16,,355.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303790/header.jpg?t=1447362012
303800,The Witcher Adventure Game,game,9.99,2014-11-27,68.0,501.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303800/header.jpg?t=1467121092
303820,Rugby 15,game,19.99,2014-11-20,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303820/header.jpg?t=1447362015
303830,Motorcycle Club,game,9.99,2014-11-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303830/header.jpg?t=1481277357
303840,Point Perfect,game,4.99,2014-07-17,,149.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303840/header.jpg?t=1447362016
303860,Machines At War 3,game,14.99,2014-07-23,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303860/header.jpg?t=1478022704
303870,Blinding Dark,game,9.99,2014-08-12,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/303870/header.jpg?t=1447362018
303880,Triblaster,game,2.99,2014-07-01,,,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/303880/header.jpg?t=1447362018
303910,Time of Fury,game,19.99,2014-07-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303910/header.jpg?t=1478184558
303940,CAPSULE,game,4.99,2014-05-29,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/303940/header.jpg?t=1447362021
304030,ArcheAge,game,0.0,2015-03-26,80.0,4404.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304030/header.jpg?t=1481561554
304050,Trove,game,0.0,2015-07-09,,43916.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304050/header.jpg?t=1480972435
304150,Bloodbath,game,14.99,2014-06-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304150/header.jpg?t=1447362039
304170,Kick-Ass 2,game,19.99,2014-08-15,,155.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304170/header.jpg?t=1447362040
304190,Bloonz Toonz,game,2.99,2016-03-11,,,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304190/header.jpg?t=1457695443
304240,Resident Evil / biohazard HD REMASTER,game,19.99,2015-01-19,82.0,4438.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304240/header.jpg?t=1481670878
304290,Heroes Rise: The Hero Project,game,2.99,2014-06-17,,143.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/304290/header.jpg?t=1447362046
304350,Wildlife Park 2,game,6.99,2014-07-17,,237.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304350/header.jpg?t=1478087149
304390,FOR HONOR™,game,59.99,2017-02-13,76.0,13735.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304390/header.jpg?t=1488294632
304410,Hexcells Infinite,game,4.99,2014-09-01,,1160.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/304410/header.jpg?t=1473001560
304430,INSIDE,game,19.99,2016-07-07,87.0,7829.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304430/header.jpg?t=1479825461
304460,Qora,game,9.99,2014-10-02,63.0,268.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304460/header.jpg?t=1447362058
304500,Rooms: The Main Building,game,9.99,2014-07-11,,128.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304500/header.jpg?t=1478027499
304530,Agents of Mayhem,game,,2016-10-14,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304530/header.jpg?t=1465454689
304540,FreakOut: Extreme Freeride,game,9.99,2015-01-12,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304540/header.jpg?t=1471962175
304580,CITYCONOMY: Service for your City,game,24.99,2015-12-02,,174.0,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304580/header.jpg?t=1449585525
304650,SUNLESS SEA,game,18.99,2015-02-06,81.0,3999.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/304650/header.jpg?t=1481017687
304670,Aeon Command,game,2.99,2014-07-03,,307.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/304670/header.jpg?t=1447362078
304690,Star Sonata 2,game,,2016-06-16,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304690/header.jpg?t=1478040607
304730,Train Fever,game,29.99,2014-09-04,67.0,2527.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/304730/header.jpg?t=1447362079
304750,Voodoo Chronicles: The First Sign HD - Director’s Cut Edition,game,6.99,2015-05-28,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304750/header.jpg?t=1466978174
304810,TesserAct,game,14.99,2014-10-24,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304810/header.jpg?t=1447362081
304850,Worlds,game,9.99,2016-03-01,,,1.0,0.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/304850/header.jpg?t=1480429544
304910,Sky Gamblers: Storm Raiders,game,9.99,2015-01-07,,152.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/304910/header.jpg?t=1447362082
304930,Unturned,game,0.0,2014-07-07,,239494.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/304930/header.jpg?t=1478022067
304950,Castaway Paradise Complete Edition,game,14.99,2015-05-19,,274.0,1.0,1.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/304950/header.jpg?t=1481542210
305010,Toxic Bunny HD,game,5.99,2014-07-18,,,1.0,0.0,0.0,http://cdn.akamai.steamstatic.com/steam/apps/305010/header.jpg?t=1447362086
305050,Outland,game,9.99,2014-09-29,83.0,878.0,1.0,1.0,1.0,http://cdn.akamai.steamstatic.com/steam/apps/305050/header.jpg?t=1478074317
